CPU,NUMERO_ITERACION,LATENCIA
1,812,30460
1,813,30404
1,814,30275
1,815,30645
1,816,30552
1,817,31367
1,818,30682
1,819,31459
1,820,30145
1,821,30830
1,822,30793
1,823,32756
1,824,31423
1,825,29848
1,826,30108
1,827,30201
1,828,29904
1,829,29571
1,830,28497
1,831,27404
1,832,25775
1,833,26590
1,834,25515
1,835,28015
1,836,25497
1,837,26460
1,838,25423
1,839,26960
1,840,25608
1,841,27367
1,842,26219
1,843,26516
1,844,25108
1,845,26256
1,846,25164
1,847,27367
1,848,25682
1,849,26237
1,850,25053
1,851,26237
1,852,25441
1,853,25904
1,854,33941
1,855,28256
1,856,26367
1,857,26997
1,858,25793
1,859,26478
1,860,25460
1,861,26478
1,862,25405
1,863,26275
1,864,25330
1,865,26200
1,866,60626
1,867,27534
1,868,23423
1,869,27257
1,870,30405
1,871,25478
1,872,29311
1,873,24886
1,874,37867
1,875,28404
1,876,30219
1,877,26886
1,878,27497
1,879,25145
1,880,29719
1,881,26812
1,882,29441
1,883,25515
1,884,27145
1,885,25664
1,886,27275
1,887,25553
1,888,29459
1,889,25274
1,890,29127
1,891,25311
1,892,36923
1,893,25331
1,894,26257
1,895,25275
1,896,27127
1,897,25219
1,898,29830
1,899,25237
1,900,26849
1,901,26533
1,902,27108
1,903,25367
1,904,29664
1,905,25330
1,906,26979
1,907,25016
1,908,26923
1,909,25608
1,910,29867
1,911,26793
1,912,30793
1,913,25016
1,914,27330
1,915,26163
1,916,26071
1,917,25107
1,918,26330
1,919,25422
1,920,26922
1,921,25886
1,922,26016
1,923,26793
1,924,26460
1,925,25385
1,926,26367
1,927,26404
1,928,26405
1,929,25423
1,930,26089
1,931,25682
1,932,26423
1,933,25978
1,934,26849
1,935,25293
1,936,26330
1,937,25367
1,938,28682
1,939,26367
1,940,26163
1,941,25237
1,942,26608
1,943,25311
1,944,25830
1,945,25793
1,946,25886
1,947,26090
1,948,26441
1,949,25497
1,950,26293
1,951,25682
1,952,26830
1,953,26182
1,954,26534
1,955,25256
1,956,26071
1,957,26830
1,958,26293
1,959,25941
1,960,26700
1,961,25571
1,962,27405
1,963,25182
1,964,26126
1,965,24978
1,966,26238
1,967,26608
1,968,27219
1,969,25849
1,970,27386
1,971,25571
1,972,26756
1,973,25497
1,974,26534
1,975,25441
1,976,26553
1,977,24960
1,978,27867
1,979,25589
1,980,25904
1,981,25256
1,982,25867
1,983,26368
1,984,26349
1,985,25626
1,986,26256
1,987,26386
1,988,26701
1,989,25201
1,990,26719
1,991,25534
1,992,26553
1,993,25441
1,994,26071
1,995,25238
1,996,26386
1,997,26960
1,998,26349
1,999,24978
1,1000,26497
1,1001,25108
1,1002,27034
1,1003,25459
1,1004,26738
1,1005,24830
1,1006,26089
1,1007,26182
1,1008,26275
1,1009,25775
1,1010,26738
1,1011,24997
1,1012,26867
1,1013,25719
1,1014,26423
1,1015,25979
1,1016,26942
1,1017,26534
1,1018,26182
1,1019,25015
1,1020,26330
1,1021,25405
1,1022,26552
1,1023,25182
1,1024,26145
1,1025,24960
1,1026,26515
1,1027,26645
1,1028,26442
1,1029,24830
1,1030,26053
1,1031,25294
1,1032,27312
1,1033,25478
1,1034,26423
1,1035,25311
1,1036,26886
1,1037,28293
1,1038,26237
1,1039,30089
1,1040,25052
1,1041,28663
1,1042,26405
1,1043,26015
1,1044,26163
1,1045,26293
1,1046,30238
1,1047,35404
1,1048,30275
1,1049,26496
1,1050,30422
1,1051,32108
1,1052,31071
1,1053,32201
1,1054,30256
1,1055,32460
1,1056,27256
1,1057,27737
1,1058,30201
1,1059,29608
1,1060,30090
1,1061,35219
1,1062,29812
1,1063,31385
1,1064,30312
1,1065,30256
1,1066,30664
1,1067,31867
1,1068,31127
1,1069,35960
1,1070,30682
1,1071,25886
1,1072,30386
1,1073,30534
1,1074,29645
1,1075,29238
1,1076,30756
1,1077,31033
1,1078,31293
1,1079,31238
1,1080,30922
1,1081,32033
1,1082,31589
1,1083,29441
1,1084,30626
1,1085,30145
1,1086,30312
1,1087,29145
1,1088,31145
1,1089,31219
1,1090,30904
1,1091,30515
1,1092,30886
1,1093,30090
1,1094,35015
1,1095,30756
1,1096,30330
1,1097,30201
1,1098,30275
1,1099,31553
1,1100,31015
1,1101,30497
1,1102,30960
1,1103,31219
1,1104,30645
1,1105,30700
1,1106,28367
1,1107,30886
1,1108,29701
1,1109,30459
1,1110,30090
1,1111,28830
1,1112,31182
1,1113,31015
1,1114,30812
1,1115,30497
1,1116,31090
1,1117,25867
1,1118,26867
1,1119,30608
1,1120,29700
1,1121,30515
1,1122,29552
1,1123,30774
1,1124,30756
1,1125,30682
1,1126,31311
1,1127,31275
1,1128,30941
1,1129,33330
1,1130,30904
1,1131,30478
1,1132,29904
1,1133,30275
1,1134,30015
1,1135,29830
1,1136,30960
1,1137,30904
1,1138,31478
1,1139,31553
1,1140,30719
1,1141,31200
1,1142,30682
1,1143,30997
1,1144,31330
1,1145,31348
1,1146,31756
1,1147,25775
1,1148,30608
1,1149,30108
1,1150,29811
1,1151,30219
1,1152,30737
1,1153,39626
1,1154,31497
1,1155,41756
1,1156,31534
1,1157,31312
1,1158,31071
1,1159,30238
1,1160,31182
1,1161,29886
1,1162,30052
1,1163,30108
1,1164,30533
1,1165,30219
1,1166,29979
1,1167,30423
1,1168,25311
1,1169,30904
1,1170,30478
1,1171,31070
1,1172,30904
1,1173,31756
1,1174,30552
1,1175,30293
1,1176,31311
1,1177,27071
1,1178,30848
1,1179,29997
1,1180,30626
1,1181,30145
1,1182,30311
1,1183,29738
1,1184,24886
1,1185,58200
1,1186,36793
1,1187,31237
1,1188,36441
1,1189,30905
1,1190,32645
1,1191,28089
1,1192,29553
1,1193,30479
1,1194,31442
1,1195,29794
1,1196,31200
1,1197,29052
1,1198,28016
1,1199,28386
1,1200,31033
1,1201,30182
1,1202,31404
1,1203,30960
1,1204,30886
1,1205,26422
1,1206,31941
1,1207,30941
1,1208,31756
1,1209,31052
1,1210,31960
1,1211,31053
1,1212,28163
1,1213,30923
1,1214,30108
1,1215,30293
1,1216,31552
1,1217,30941
1,1218,31348
1,1219,31608
1,1220,30830
1,1221,31200
1,1222,31904
1,1223,31256
1,1224,27682
1,1225,30979
1,1226,30330
1,1227,30794
1,1228,30108
1,1229,30386
1,1230,35275
1,1231,47497
1,1232,31515
1,1233,31219
1,1234,31442
1,1235,30737
1,1236,30385
1,1237,25720
1,1238,30905
1,1239,30868
1,1240,31108
1,1241,30664
1,1242,31441
1,1243,25997
1,1244,28145
1,1245,30997
1,1246,31293
1,1247,30942
1,1248,31312
1,1249,30960
1,1250,31608
1,1251,28145
1,1252,29885
1,1253,31997
1,1254,32015
1,1255,30867
1,1256,31348
1,1257,31034
1,1258,31348
1,1259,30757
1,1260,32015
1,1261,30590
1,1262,31460
1,1263,31015
1,1264,30849
1,1265,30922
1,1266,31552
1,1267,24904
1,1268,26775
1,1269,31478
1,1270,31385
1,1271,31404
1,1272,31200
1,1273,29478
1,1274,25960
1,1275,31293
1,1276,31219
1,1277,31145
1,1278,31274
1,1279,26515
1,1280,31108
1,1281,30070
1,1282,30756
1,1283,30053
1,1284,30497
1,1285,31256
1,1286,31164
1,1287,31127
1,1288,31071
1,1289,30941
1,1290,31515
1,1291,27756
1,1292,26682
1,1293,26367
1,1294,26293
1,1295,26404
1,1296,27126
1,1297,26589
1,1298,27701
1,1299,26589
1,1300,25979
1,1301,26034
1,1302,26385
1,1303,29849
1,1304,30812
1,1305,30645
1,1306,30644
1,1307,30423
1,1308,30386
1,1309,29922
1,1310,29867
1,1311,29904
1,1312,30367
1,1313,30330
1,1314,30330
1,1315,28664
1,1316,30700
1,1317,30219
1,1318,30330
1,1319,30127
1,1320,30330
1,1321,30256
1,1322,30182
1,1323,29738
1,1324,30701
1,1325,29830
1,1326,29959
1,1327,24959
1,1328,29979
1,1329,29904
1,1330,30219
1,1331,30386
1,1332,29849
1,1333,37256
1,1334,30812
1,1335,36201
1,1336,29830
1,1337,35811
1,1338,30164
1,1339,29756
1,1340,30608
1,1341,29053
1,1342,30516
1,1343,35756
1,1344,30478
1,1345,33441
1,1346,29867
1,1347,29682
1,1348,29885
1,1349,29645
1,1350,30256
1,1351,35182
1,1352,30608
1,1353,33497
1,1354,30459
1,1355,30070
1,1356,30978
1,1357,32052
1,1358,30145
1,1359,40089
1,1360,30663
1,1361,30033
1,1362,30348
1,1363,31071
1,1364,30367
1,1365,27571
1,1366,30719
1,1367,29534
1,1368,26367
1,1369,27127
1,1370,26923
1,1371,27182
1,1372,26071
1,1373,27182
1,1374,25497
1,1375,28090
1,1376,25478
1,1377,27201
1,1378,24923
1,1379,26034
1,1380,27052
1,1381,25867
1,1382,25293
1,1383,26626
1,1384,26016
1,1385,29163
1,1386,25515
1,1387,26719
1,1388,25849
1,1389,27108
1,1390,26348
1,1391,26460
1,1392,25182
1,1393,26441
1,1394,26497
1,1395,26738
1,1396,25182
1,1397,26108
1,1398,25219
1,1399,27089
1,1400,25904
1,1401,26886
1,1402,25330
1,1403,26071
1,1404,25219
1,1405,28070
1,1406,25386
1,1407,27200
1,1408,25348
1,1409,27108
1,1410,25367
1,1411,26256
1,1412,25978
1,1413,27200
1,1414,27385
1,1415,26589
1,1416,25127
1,1417,25996
1,1418,25756
1,1419,26737
1,1420,25738
1,1421,26719
1,1422,25422
1,1423,26293
1,1424,27071
1,1425,26293
1,1426,25015
1,1427,25941
1,1428,24960
1,1429,26700
1,1430,25663
1,1431,26460
1,1432,25460
1,1433,26700
1,1434,25626
1,1435,27978
1,1436,25367
1,1437,26275
1,1438,25090
1,1439,26330
1,1440,25645
1,1441,26015
1,1442,25256
1,1443,27497
1,1444,25460
1,1445,28496
1,1446,25052
1,1447,26367
1,1448,25200
1,1449,26738
1,1450,26886
1,1451,26200
1,1452,25423
1,1453,29368
1,1454,29867
1,1455,31775
1,1456,29404
1,1457,29626
1,1458,30404
1,1459,30237
1,1460,30460
1,1461,31053
1,1462,30237
1,1463,30886
1,1464,28811
1,1465,29922
1,1466,30385
1,1467,30127
1,1468,29923
1,1469,30571
1,1470,30293
1,1471,30238
1,1472,30312
1,1473,30904
1,1474,29682
1,1475,30219
1,1476,30293
1,1477,31404
1,1478,30219
1,1479,30738
1,1480,30422
1,1481,28368
1,1482,26090
1,1483,29312
1,1484,30127
1,1485,27256
1,1486,30682
1,1487,29978
1,1488,25886
1,1489,30386
1,1490,30052
1,1491,30145
1,1492,35849
1,1493,30219
1,1494,35200
1,1495,27553
1,1496,23830
1,1497,30182
1,1498,35534
1,1499,30256
1,1500,35701
1,1501,29997
1,1502,31349
1,1503,30200
1,1504,35811
1,1505,29775
1,1506,30311
1,1507,25423
1,1508,30127
1,1509,30182
1,1510,35608
1,1511,30404
1,1512,32200
1,1513,30312
1,1514,29868
1,1515,29553
1,1516,31052
1,1517,30570
1,1518,31330
1,1519,29589
1,1520,30738
1,1521,29904
1,1522,31126
1,1523,30164
1,1524,31775
1,1525,31219
1,1526,28867
1,1527,30201
1,1528,29867
1,1529,30238
1,1530,31034
1,1531,29719
1,1532,29607
1,1533,38589
1,1534,30256
1,1535,29775
1,1536,30515
1,1537,29904
1,1538,30441
1,1539,30071
1,1540,29052
1,1541,30015
1,1542,27867
1,1543,28997
1,1544,30257
1,1545,30404
1,1546,30811
1,1547,30608
1,1548,30645
1,1549,30238
1,1550,24479
1,1551,29996
1,1552,28201
1,1553,25997
1,1554,27108
1,1555,25812
1,1556,27793
1,1557,26220
1,1558,27608
1,1559,25979
1,1560,27145
1,1561,25515
1,1562,27256
1,1563,26553
1,1564,27108
1,1565,25830
1,1566,26997
1,1567,25738
1,1568,26923
1,1569,25774
1,1570,27608
1,1571,26201
1,1572,27145
1,1573,25867
1,1574,26830
1,1575,25756
1,1576,26793
1,1577,26405
1,1578,26552
1,1579,25830
1,1580,26886
1,1581,26052
1,1582,27904
1,1583,26349
1,1584,27719
1,1585,26034
1,1586,27145
1,1587,25905
1,1588,27571
1,1589,26237
1,1590,30775
1,1591,31367
1,1592,30868
1,1593,30812
1,1594,27737
1,1595,30867
1,1596,28608
1,1597,26367
1,1598,27478
1,1599,26163
1,1600,26775
1,1601,26274
1,1602,27108
1,1603,25589
1,1604,26775
1,1605,25589
1,1606,26775
1,1607,26497
1,1608,26867
1,1609,25645
1,1610,27682
1,1611,26034
1,1612,27830
1,1613,26552
1,1614,30552
1,1615,30275
1,1616,28089
1,1617,26349
1,1618,27478
1,1619,26386
1,1620,27256
1,1621,25793
1,1622,26756
1,1623,25645
1,1624,27034
1,1625,26312
1,1626,27348
1,1627,25996
1,1628,26756
1,1629,25571
1,1630,26886
1,1631,25719
1,1632,27404
1,1633,26404
1,1634,26719
1,1635,25886
1,1636,27126
1,1637,25479
1,1638,27089
1,1639,26553
1,1640,26849
1,1641,25830
1,1642,27015
1,1643,25922
1,1644,26516
1,1645,21367
1,1646,28293
1,1647,27034
1,1648,27904
1,1649,26164
1,1650,26941
1,1651,28053
1,1652,26868
1,1653,31663
1,1654,26775
1,1655,30849
1,1656,25923
1,1657,26700
1,1658,26460
1,1659,30941
1,1660,25571
1,1661,30034
1,1662,25830
1,1663,26960
1,1664,26534
1,1665,27664
1,1666,26275
1,1667,30645
1,1668,25701
1,1669,26700
1,1670,26090
1,1671,25979
1,1672,25608
1,1673,26886
1,1674,25700
1,1675,26997
1,1676,26256
1,1677,26922
1,1678,25774
1,1679,30201
1,1680,25737
1,1681,27552
1,1682,25830
1,1683,26738
1,1684,25682
1,1685,26923
1,1686,26719
1,1687,26460
1,1688,25757
1,1689,26738
1,1690,25682
1,1691,26812
1,1692,26515
1,1693,27089
1,1694,25868
1,1695,26627
1,1696,25608
1,1697,26775
1,1698,26219
1,1699,27089
1,1700,26238
1,1701,26922
1,1702,25775
1,1703,26664
1,1704,25571
1,1705,27404
1,1706,26645
1,1707,27015
1,1708,25627
1,1709,26516
1,1710,25793
1,1711,26552
1,1712,25590
1,1713,26737
1,1714,25441
1,1715,27015
1,1716,26237
1,1717,27126
1,1718,25867
1,1719,26867
1,1720,25664
1,1721,26590
1,1722,25553
1,1723,27478
1,1724,26108
1,1725,26553
1,1726,26534
1,1727,27053
1,1728,25830
1,1729,26478
1,1730,25775
1,1731,26885
1,1732,25904
1,1733,26608
1,1734,25830
1,1735,28756
1,1736,31626
1,1737,31644
1,1738,30830
1,1739,31831
1,1740,26219
1,1741,31182
1,1742,30738
1,1743,30534
1,1744,30737
1,1745,31071
1,1746,31219
1,1747,30404
1,1748,27922
1,1749,31811
1,1750,31164
1,1751,32108
1,1752,31182
1,1753,30997
1,1754,30589
1,1755,31145
1,1756,30423
1,1757,30127
1,1758,30793
1,1759,30682
1,1760,28719
1,1761,30812
1,1762,29941
1,1763,28645
1,1764,26053
1,1765,26886
1,1766,25793
1,1767,26774
1,1768,26331
1,1769,27460
1,1770,26015
1,1771,27978
1,1772,26015
1,1773,26756
1,1774,25645
1,1775,27997
1,1776,26164
1,1777,27256
1,1778,25682
1,1779,25867
1,1780,25867
1,1781,27089
1,1782,25848
1,1783,26701
1,1784,25774
1,1785,25663
1,1786,25460
1,1787,27219
1,1788,25590
1,1789,26904
1,1790,25757
1,1791,26775
1,1792,26163
1,1793,26645
1,1794,25775
1,1795,26756
1,1796,25349
1,1797,26811
1,1798,25553
1,1799,26849
1,1800,25459
1,1801,26904
1,1802,25497
1,1803,26979
1,1804,25923
1,1805,27534
1,1806,26034
1,1807,26960
1,1808,25645
1,1809,26700
1,1810,25848
1,1811,27256
1,1812,26348
1,1813,26757
1,1814,25590
1,1815,26885
1,1816,25608
1,1817,30590
1,1818,36885
1,1819,31108
1,1820,35867
1,1821,30663
1,1822,32164
1,1823,30145
1,1824,35700
1,1825,27275
1,1826,30941
1,1827,31052
1,1828,31904
1,1829,30460
1,1830,35312
1,1831,30756
1,1832,36033
1,1833,30663
1,1834,25349
1,1835,30849
1,1836,36626
1,1837,30978
1,1838,32015
1,1839,30367
1,1840,30441
1,1841,30867
1,1842,32200
1,1843,30701
1,1844,31497
1,1845,27015
1,1846,30830
1,1847,30923
1,1848,31089
1,1849,31256
1,1850,32497
1,1851,31052
1,1852,30682
1,1853,30830
1,1854,31330
1,1855,30868
1,1856,32682
1,1857,24756
1,1858,31219
1,1859,30774
1,1860,31052
1,1861,31312
1,1862,35293
1,1863,30775
1,1864,30515
1,1865,30571
1,1866,31534
1,1867,30385
1,1868,27682
1,1869,30682
1,1870,31089
